_id,variance,UTT,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,got_feedback_classifier_int
5dcdf3af98af55aa79f8fc97,13.66,30,1,4,1,5,2,5
5dcdf3af98af55aa79f8fc98,11.65,15,1,2,5,3,1,5
5dcdf3af98af55aa79f8fc99,20.0,10,5,1,5,4,3,3
5dcdf3af98af55aa79f8fc9a,37.32,15,4,1,5,3,1,2
5dcdf3af98af55aa79f8fc9b,34.6,30,3,4,5,2,3,5
5dcdf3af98af55aa79f8fc9c,60.35,30,3,1,5,2,4,2
5dcdf3af98af55aa79f8fc9d,62.5,20,1,3,3,4,4,2
5dcdf3af98af55aa79f8fc9e,47.25,30,3,4,4,5,2,2
5dcdf3af98af55aa79f8fc9f,41.65,20,3,2,2,5,3,3
5dcdf3af98af55aa79f8fca0,51.18,25,5,1,5,5,2,1
5dcdf3af98af55aa79f8fca1,77.31,30,5,2,5,1,5,1
5dcdf3af98af55aa79f8fca2,2.0,30,2,2,2,1,3,2
5dcdf3af98af55aa79f8fca3,55.6,30,1,5,2,4,5,2
5dcdf3af98af55aa79f8fca4,76.0,20,2,2,1,3,1,1
5dcdf3af98af55aa79f8fca5,40.31,30,2,2,4,1,1,1
5dcdf3af98af55aa79f8fca6,52.97,10,2,2,4,3,2,1
5dcdf3af98af55aa79f8fca7,16.0,10,1,2,5,1,5,2
5dcdf3af98af55aa79f8fca8,7.0,25,1,1,3,4,2,4
5dcdf3af98af55aa79f8fca9,26.25,30,3,1,5,2,1,1
5dcdf3af98af55aa79f8fcaa,17.0,30,1,1,3,1,3,1
5dcdf3af98af55aa79f8fcab,94.5,30,1,3,4,3,5,5
5dcdf3af98af55aa79f8fcac,41.65,30,2,3,1,3,2,3
5dcdf3af98af55aa79f8fcad,41.65,25,2,5,3,2,1,2
5dcdf3af98af55aa79f8fcae,21.32,10,3,5,5,3,1,4
5dcdf3af98af55aa79f8fcaf,52.97,15,1,1,4,5,1,4
5dcdf3af98af55aa79f8fcb0,65.63,30,3,1,1,4,2,3
5dcdf3af98af55aa79f8fcb1,41.98,20,2,4,1,5,4,3
5dcdf3af98af55aa79f8fcb2,35.33,30,5,1,4,2,5,2
5dcdf3af98af55aa79f8fcb3,41.65,25,5,4,1,3,1,1
5dcdf3af98af55aa79f8fcb4,73.66,30,4,4,3,1,3,2
5dcdf3af98af55aa79f8fcb5,64.5,30,4,4,1,1,5,3
5dcdf3af98af55aa79f8fcb6,45.5,30,1,3,4,2,5,1
5dcdf3af98af55aa79f8fcb7,41.65,30,3,5,4,1,3,5
5dcdf3af98af55aa79f8fcb8,49.45,10,4,5,3,1,2,4
5dcdf3af98af55aa79f8fcb9,30.85,20,1,3,2,3,2,2
5dcdf3af98af55aa79f8fcba,42.64,25,5,3,1,5,5,3
5dcdf3af98af55aa79f8fcbb,0.0,30,1,4,2,2,1,1
5dcdf3af98af55aa79f8fcbc,36.0,25,4,5,1,5,3,2
5dcdf3af98af55aa79f8fcbd,4.0,15,4,1,3,4,3,1
5dcdf3af98af55aa79f8fcbe,62.5,30,4,1,5,1,4,1
5dcdf3af98af55aa79f8fcbf,22.5,30,1,1,3,2,2,1
5dcdf3af98af55aa79f8fcc0,125.0,20,5,3,2,3,4,3
5dcdf3af98af55aa79f8fcc1,13.5,30,3,4,4,4,3,1
5dcdf3af98af55aa79f8fcc2,62.5,20,1,5,2,2,1,3
5dcdf3af98af55aa79f8fcc3,64.5,15,4,3,3,5,2,1
5dcdf3af98af55aa79f8fcc4,46.31,30,3,4,3,4,3,3
5dcdf3af98af55aa79f8fcc5,12.99,30,2,3,3,1,2,5
5dcdf3af98af55aa79f8fcc6,21.32,15,4,3,5,4,3,2
5dcdf3af98af55aa79f8fcc7,0.0,15,2,1,1,5,2,1
5dcdf3af98af55aa79f8fcc8,44.31,30,2,2,5,4,1,2
5dcdf3af98af55aa79f8fcc9,17.32,20,3,1,5,3,3,5
5dcdf3af98af55aa79f8fcca,41.65,15,1,1,3,4,4,2
5dcdf3af98af55aa79f8fccb,4.33,25,1,1,3,4,5,5
5dcdf3af98af55aa79f8fccc,10.0,30,3,1,2,3,3,1
5dcdf3af98af55aa79f8fccd,62.5,10,5,5,3,3,1,4
5dcdf3af98af55aa79f8fcce,62.5,15,3,5,1,1,5,2
5dcdf3af98af55aa79f8fccf,13.5,30,4,3,2,2,3,1
5dcdf3af98af55aa79f8fcd0,22.05,20,5,5,5,3,3,1
5dcdf3af98af55aa79f8fcd1,76.5,30,5,5,1,5,1,4
5dcdf3af98af55aa79f8fcd2,70.88,30,5,5,2,3,1,3
5dcdf3af98af55aa79f8fcd3,58.99,20,2,1,1,2,1,3
5dcdf3af98af55aa79f8fcd4,41.65,15,3,3,1,2,5,5
5dcdf3af98af55aa79f8fcd5,77.64,20,3,5,1,2,5,2
5dcdf3af98af55aa79f8fcd6,77.63,30,1,5,1,1,4,2
5dcdf3af98af55aa79f8fcd7,62.97,15,1,3,1,2,3,3
5dcdf3af98af55aa79f8fcd8,41.65,20,4,4,5,3,2,5
5dcdf3af98af55aa79f8fcd9,40.64,20,4,1,5,2,4,2
5dcdf3af98af55aa79f8fcda,5.24,30,1,4,1,2,4,3
5dcdf3af98af55aa79f8fcdb,6.0,25,5,3,5,3,3,4
5dcdf3af98af55aa79f8fcdc,62.5,15,4,4,3,3,3,3
5dcdf3af98af55aa79f8fcdd,32.0,30,5,5,1,2,4,5
5dcdf3af98af55aa79f8fcde,68.17,15,3,3,2,3,4,2
5dcdf3af98af55aa79f8fcdf,59.0,20,2,3,4,5,2,5
5dcdf3af98af55aa79f8fce0,125.0,30,2,4,1,3,5,1
5dcdf3af98af55aa79f8fce1,0.3,15,5,5,2,1,3,1
5dcdf3af98af55aa79f8fce2,4.0,10,4,4,2,2,3,5
5dcdf3af98af55aa79f8fce3,62.97,30,5,3,4,1,2,4
5dcdf3af98af55aa79f8fce4,75.63,20,4,3,5,2,4,3
5dcdf3af98af55aa79f8fce5,41.65,10,3,2,2,3,2,1
5dcdf3af98af55aa79f8fce6,41.65,10,1,2,4,2,3,2
5dcdf3af98af55aa79f8fce7,28.32,30,1,4,2,3,4,2
5dcdf3af98af55aa79f8fce8,9.0,25,1,4,2,2,2,3
5dcdf3af98af55aa79f8fce9,41.65,20,5,3,2,1,4,5
5dcdf3af98af55aa79f8fcea,41.65,20,3,3,1,4,2,5
5dcdf3af98af55aa79f8fceb,41.65,30,3,1,4,1,4,1
5dcdf3af98af55aa79f8fcec,6.99,25,2,2,4,3,2,3
5dcdf3af98af55aa79f8fced,21.32,30,5,2,5,4,2,1
5dcdf3af98af55aa79f8fcee,80.97,30,3,4,4,4,3,4
5dcdf3af98af55aa79f8fcef,21.66,30,2,3,2,4,3,2
5dcdf3af98af55aa79f8fcf0,0.0,20,4,2,3,5,5,1
5dcdf3af98af55aa79f8fcf1,40.98,20,3,4,4,5,1,2
5dcdf3af98af55aa79f8fcf2,62.97,15,2,5,3,4,4,1
5dcdf3af98af55aa79f8fcf3,41.98,30,1,3,1,4,1,1
5dcdf3af98af55aa79f8fcf4,60.31,15,1,4,2,4,2,2
5dcdf3af98af55aa79f8fcf5,21.32,10,4,4,2,5,3,2
5dcdf3af98af55aa79f8fcf6,31.65,10,5,3,1,3,3,1
5dcdf3af98af55aa79f8fcf7,22.65,30,2,2,3,5,2,1
5dcdf3af98af55aa79f8fcf8,22.98,15,2,3,3,4,1,1
5dcdf3af98af55aa79f8fcf9,9.0,20,2,3,1,3,3,5
5dcdf3af98af55aa79f8fcfa,44.31,20,5,3,5,4,5,2
5dcdf3af98af55aa79f8fcfb,62.5,30,5,2,3,4,1,2
5dcdf3af98af55aa79f8fcfc,35.1,20,4,2,3,1,2,2
5dcdf3af98af55aa79f8fcfd,125.0,15,2,1,2,5,5,2
5dcdf3af98af55aa79f8fcfe,13.98,30,5,3,4,1,5,5
5dcdf3af98af55aa79f8fcff,8.0,15,3,1,1,1,4,3
5dcdf3af98af55aa79f8fd00,66.5,20,5,5,4,5,3,4
5dcdf3af98af55aa79f8fd01,32.0,30,5,1,3,2,4,2
5dcdf3af98af55aa79f8fd02,62.5,10,5,3,4,5,3,3
5dcdf3af98af55aa79f8fd03,6.0,20,2,1,2,2,1,1
5dcdf3af98af55aa79f8fd04,22.02,30,3,4,3,2,1,4
5dcdf3af98af55aa79f8fd05,50.65,30,3,4,1,4,5,2
5dcdf3af98af55aa79f8fd06,6.51,25,3,3,2,4,1,1
5dcdf3af98af55aa79f8fd07,142.95,20,3,1,5,3,1,3
5dcdf3af98af55aa79f8fd08,41.65,30,4,5,2,2,3,1
5dcdf3af98af55aa79f8fd09,21.32,25,4,5,1,3,2,2
5dcdf3af98af55aa79f8fd0a,46.31,25,2,4,1,4,3,5
5dcdf3af98af55aa79f8fd0b,23.65,10,4,1,3,3,1,2
5dcdf3af98af55aa79f8fd0c,0.5,30,2,4,4,4,5,1
5dcdf3af98af55aa79f8fd0d,0.0,30,2,2,1,1,4,1
5dcdf3af98af55aa79f8fd0e,32.0,20,3,1,5,5,4,4
5dcdf3af98af55aa79f8fd0f,62.5,30,5,3,2,2,5,4
5dcdf3af98af55aa79f8fd10,62.5,10,5,1,3,1,2,1
5dcdf3af98af55aa79f8fd11,32.0,25,4,1,2,1,2,2
5dcdf3af98af55aa79f8fd12,34.0,30,2,4,1,2,4,3
5dcdf3af98af55aa79f8fd13,62.5,25,3,5,2,4,2,2
5dcdf3af98af55aa79f8fd14,62.5,10,3,3,1,5,2,1
5dcdf3af98af55aa79f8fd15,32.0,30,2,1,1,5,3,3
5dcdf3af98af55aa79f8fd16,17.85,15,1,2,3,4,3,3
5dcdf3af98af55aa79f8fd17,32.0,25,1,2,1,2,2,2
5dcdf3af98af55aa79f8fd18,31.65,30,2,5,4,4,2,5
5dcdf3af98af55aa79f8fd19,18.99,10,1,5,2,4,2,3
5dcdf3af98af55aa79f8fd1a,33.98,15,1,3,2,1,2,3
5dcdf3af98af55aa79f8fd1b,60.64,20,4,1,5,4,2,5
5dcdf3af98af55aa79f8fd1c,12.33,30,1,4,3,5,1,1
5dcdf3af98af55aa79f8fd1d,63.3,25,2,2,2,5,5,3
5dcdf3af98af55aa79f8fd1e,12.66,30,3,1,2,5,1,3
5dcdf3af98af55aa79f8fd1f,26.0,30,3,2,3,3,1,5
